V1	V2
isogroup76756	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup76771	GO:0005198;GO:0005874;GO:0007018;GO:0003924;GO:0005525;GO:0043234;GO:0051258
isogroup76788	GO:0003777;GO:0005524;GO:0005875;GO:0007018;GO:0004003;GO:0004004;GO:0008026;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup76794	GO:0004725;GO:0004727
isogroup76797	GO:0004040;GO:0016884;GO:0017068
isogroup768	GO:0000166;GO:0017111
isogroup7681	GO:0003840
isogroup76810	GO:0000166;GO:0017111;GO:0003777;GO:0007018;GO:0030286
isogroup76818	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0004707
isogroup76821	GO:0008067;GO:0016020;GO:0004965;GO:0007600
isogroup76828	GO:0006464;GO:0008113
isogroup7683	GO:0003779;GO:0016043;GO:0017048;GO:0030036;GO:0004806
isogroup76832	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
isogroup76837	GO:0003872;GO:0005945;GO:0006096
isogroup76846	GO:0004144
isogroup76847	GO:0005261;GO:0006812;GO:0016020;GO:0005216;GO:0006811;GO:0007600
isogroup76850	GO:0001584;GO:0007186;GO:0016021;GO:0005489;GO:0006118;GO:0008502
isogroup76852	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup76854	GO:0005215;GO:0006810;GO:0016021
isogroup76858	GO:0003871;GO:0009086
isogroup7686	GO:0003677;GO:0005634;GO:0006914
isogroup76865	GO:0005515
isogroup7687	GO:0005576
isogroup76871	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0004684;GO:0004685;GO:0005954;GO:0007268;GO:0048167
isogroup76877	GO:0001584;GO:0007186;GO:0016021;GO:0001670
isogroup7689	GO:0004016;GO:0008294
isogroup76891	GO:0003676
isogroup76892	GO:0000166;GO:0017111;GO:0005524;GO:0008568
isogroup7692	GO:0004823
isogroup76931	GO:0005524;GO:0000160;GO:0003677;GO:0006355;GO:0000166;GO:0017111
isogroup76938	GO:0004806;GO:0006629;GO:0003824
isogroup76956	GO:0004289;GO:0006508;GO:0004285
isogroup76966	GO:0005215;GO:0006810;GO:0016021
isogroup76968	GO:0003677;GO:0005665;GO:0006366;GO:0003899;GO:0005634;GO:0006350;GO:0003900;GO:0003901;GO:0003902
isogroup76973	GO:0007218;GO:0016020;GO:0005261;GO:0006812;GO:0005509;GO:0005216;GO:0006811
isogroup76976	GO:0004609;GO:0008654
isogroup76979	GO:0000160;GO:0003677;GO:0006355
isogroup76982	GO:0016021
isogroup76989	GO:0004558;GO:0004339
isogroup76991	GO:0005215;GO:0006810;GO:0016020;GO:0016021
isogroup77	GO:0004500;GO:0006584
isogroup770	GO:0005578;GO:0001104;GO:0006366
isogroup7700	GO:0003824
isogroup77004	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
isogroup77012	GO:0006637;GO:0016291;GO:0016290
isogroup7702	GO:0046080;GO:0016787;GO:0004170
isogroup77020	GO:0003676;GO:0000151;GO:0004842;GO:0008270;GO:0016567
isogroup77025	GO:0004416
isogroup77026	GO:0003723;GO:0005525;GO:0005786;GO:0006614;GO:0004725;GO:0004727
isogroup77027	GO:0008738
isogroup77045	GO:0003723;GO:0004540;GO:0000175;GO:0004534;GO:0016896
isogroup77047	GO:0003824;GO:0006633;GO:0008152;GO:0016740;GO:0004315;GO:0004312
isogroup77051	GO:0005525;GO:0007264;GO:0006886;GO:0000160;GO:0003677;GO:0006355;GO:0015031;GO:0003924;GO:0003925
isogroup77052	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup7706	GO:0004713
isogroup77062	GO:0004730;GO:0008033;GO:0009982
isogroup7707	GO:0007242;GO:0004713;GO:0016175
isogroup77075	GO:0016773;GO:0004429;GO:0015072;GO:0015073;GO:0016303
isogroup77077	GO:0003676;GO:0005524;GO:0008026;GO:0004386
isogroup7708	GO:0004672;GO:0005524;GO:0006468;GO:0004674
isogroup77080	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup77083	GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup7710	GO:0001584;GO:0007186;GO:0016021
isogroup7711	GO:0004812;GO:0005524;GO:0006418;GO:0004831;GO:0006437;GO:0000049
isogroup77110	GO:0003824;GO:0006633;GO:0008152;GO:0016740;GO:0004315;GO:0004312
isogroup7712	GO:0003676
isogroup77124	GO:0005737;GO:0006817
isogroup7713	GO:0003677;GO:0005634;GO:0006355
isogroup77133	GO:0003677;GO:0005524;GO:0008026;GO:0003676;GO:0004386
isogroup77134	GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup77145	GO:0004890;GO:0005230;GO:0006811;GO:0016021;GO:0045211;GO:0016020;GO:0030594;GO:0006810;GO:0009719;GO:0022834
isogroup77159	GO:0001584;GO:0007186;GO:0016021;GO:0004977;GO:0004969;GO:0031808
isogroup77176	GO:0001584;GO:0007186;GO:0016021;GO:0004969;GO:0031808
isogroup7718	GO:0005509;GO:0004308
isogroup7721	GO:0005509
isogroup77214	GO:0006606;GO:0006886;GO:0008565
isogroup7722	GO:0005215;GO:0006810;GO:0016021
isogroup7723	GO:0005215;GO:0006810;GO:0016020
isogroup77235	GO:0003676;GO:0005524;GO:0008026;GO:0005509;GO:0001539;GO:0009288
isogroup77237	GO:0004623;GO:0005509;GO:0016042;GO:0005155
isogroup77239	GO:0004182;GO:0006508;GO:0004181;GO:0004185
isogroup7724	GO:0004871;GO:0005834;GO:0007186
isogroup77242	GO:0005515;GO:0003774;GO:0005200;GO:0005884
isogroup7725	GO:0005576
isogroup77253	GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0005216;GO:0006811;GO:0007600
isogroup77267	GO:0008567
isogroup77271	GO:0008152;GO:0016491;GO:0004029;GO:0004030
isogroup77279	GO:0003824;GO:0008152;GO:0004467
isogroup7729	GO:0000786;GO:0003677;GO:0005634;GO:0006334;GO:0007001
isogroup77302	GO:0003677;GO:0004003;GO:0005524;GO:0005634;GO:0006289;GO:0016818;GO:0003676;GO:0008026;GO:0006139
isogroup77316	GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004004
isogroup77328	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004684;GO:0004685;GO:0005954;GO:0006914
isogroup77333	GO:0005509
isogroup7734	GO:0005215;GO:0006810;GO:0016020;GO:0016021
isogroup77350	GO:0006508;GO:0008237;GO:0008270;GO:0007600
isogroup77358	GO:0005634;GO:0007275
isogroup7736	GO:0003723;GO:0003743;GO:0005737;GO:0006413;GO:0006412
isogroup77360	GO:0003676;GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup77362	GO:0004866;GO:0002226;GO:0009682
isogroup77370	GO:0004806
isogroup77381	GO:0003824;GO:0008152;GO:0016874;GO:0051340;GO:0003987
isogroup77386	GO:0006904;GO:0016192
isogroup77396	GO:0004672;GO:0005524;GO:0006468;GO:0004674;GO:0004713;GO:0007242;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
isogroup774	GO:0000062;GO:0030156
isogroup7740	GO:0007267
isogroup77409	GO:0005509
isogroup7741	GO:0003676
isogroup77412	GO:0005507;GO:0015992;GO:0016020;GO:0003936;GO:0046933;GO:0046961
isogroup7742	GO:0003677;GO:0005634;GO:0006310;GO:0015074
isogroup77436	GO:0003824;GO:0004104;GO:0003990
isogroup7744	GO:0006904;GO:0016192
isogroup77443	GO:0005525;GO:0006412;GO:0003924;GO:0008547
isogroup77449	GO:0003723;GO:0005525;GO:0005786;GO:0006614;GO:0006605
isogroup7745	GO:0004721
isogroup77461	GO:0003777;GO:0005524;GO:0005875;GO:0007018
isogroup77463	GO:0005261;GO:0006812;GO:0016020;GO:0008152;GO:0016740;GO:0007268
isogroup77465	GO:0000166;GO:0017111;GO:0003777;GO:0007018;GO:0030286;GO:0008567
isogroup77466	GO:0004222;GO:0006508
isogroup7747	GO:0005576
isogroup77476	GO:0004866;GO:0002226;GO:0009682
isogroup77488	GO:0005087;GO:0017112;GO:0030676;GO:0043539
isogroup775	GO:0004182;GO:0006508;GO:0003677;GO:0006355
isogroup77504	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0005516;GO:0005964;GO:0005978;GO:0004684;GO:0004685;GO:0005954;GO:0004689;GO:0008607;GO:0007268;GO:0048167
isogroup7751	GO:0016020;GO:0030001;GO:0046873
isogroup77515	GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626;GO:0034459
isogroup77517	GO:0004197;GO:0006508;GO:0000166;GO:0017111;GO:0003777;GO:0007018;GO:0030286;GO:0008567
isogroup7753	GO:0005525;GO:0007264;GO:0015031
isogroup77533	GO:0005525;GO:0007264;GO:0006886;GO:0000160;GO:0003677;GO:0006355;GO:0015031;GO:0003924;GO:0003925
isogroup77538	GO:0007218;GO:0016020
isogroup7754	GO:0001584;GO:0007186;GO:0016021
isogroup77555	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0004687
isogroup7756	GO:0008146;GO:0004393
isogroup77578	GO:0016787;GO:0000158;GO:0004721;GO:0004723;GO:0004724;GO:0005963;GO:0008420;GO:0008597;GO:0015071;GO:0017018;GO:0017020;GO:0017023;GO:0030357
isogroup7758	GO:0016020
isogroup7760	GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0016021;GO:0050291
isogroup77605	GO:0003676;GO:0004386;GO:0005524
isogroup77611	GO:0003676;GO:0005634;GO:0008270
isogroup77612	GO:0004364;GO:0008152
isogroup77613	GO:0047756
isogroup7762	GO:0005525;GO:0007264;GO:0015031;GO:0006886
isogroup77625	GO:0007218;GO:0016020;GO:0004930
isogroup77643	GO:0007154;GO:0016021;GO:0005432;GO:0006816;GO:0016020
isogroup77647	GO:0004222;GO:0006508;GO:0008237;GO:0008270;GO:0008944
isogroup77660	GO:0015220
isogroup77663	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0005515;GO:0008270;GO:0004674;GO:0004715
isogroup77671	GO:0008067;GO:0016020;GO:0004965;GO:0007600
isogroup77674	GO:0005267;GO:0006813;GO:0016020
isogroup77684	GO:0004722;GO:0006470;GO:0008287;GO:0003824;GO:0000158;GO:0004721;GO:0004723;GO:0004724;GO:0005963;GO:0008420;GO:0008597;GO:0015071;GO:0017018;GO:0017020;GO:0017023;GO:0030357
isogroup777	GO:0016787
isogroup7771	GO:0004672;GO:0005524;GO:0006468;GO:0004674;GO:0004713;GO:0005952;GO:0008603;GO:0004692;GO:0004682;GO:0004691;GO:0005956;GO:0008605
isogroup77712	GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0016443;GO:0016891
isogroup77733	GO:0005279;GO:0006865;GO:0016020;GO:0006810
isogroup7774	GO:0005515
isogroup77749	GO:0003677;GO:0003700;GO:0006354;GO:0006355;GO:0006350;GO:0006952;GO:0005634;GO:0003899
isogroup7776	GO:0016706;GO:0019538
isogroup77772	GO:0003824;GO:0008152;GO:0006118;GO:0031177;GO:0004043;GO:0005949
isogroup77778	GO:0003684;GO:0005524;GO:0006298;GO:0006259;GO:0003677;GO:0006281
isogroup77782	GO:0006811;GO:0016020;GO:0030594;GO:0005230;GO:0016021;GO:0045211;GO:0006810;GO:0015464
isogroup77788	GO:0008757;GO:0008168;GO:0000234
isogroup77795	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0004709
isogroup7780	GO:0000015;GO:0004634;GO:0006096
isogroup77800	GO:0004835;GO:0006464
isogroup77802	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0047878;GO:0004685;GO:0007268;GO:0048167
isogroup77806	GO:0005524;GO:0016887;GO:0000166;GO:0017111
isogroup7781	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0022627;GO:0042254
isogroup77812	GO:0006118;GO:0004497;GO:0050381
isogroup77814	GO:0004182;GO:0006508;GO:0003887;GO:0006260;GO:0008408;GO:0000166;GO:0003677;GO:0003889;GO:0003890;GO:0003891;GO:0003893;GO:0003894;GO:0003895;GO:0015999;GO:0016000;GO:0016448;GO:0016449;GO:0016450;GO:0016451;GO:0016452;GO:0019984
isogroup77822	GO:0016021;GO:0005261;GO:0006812;GO:0016020;GO:0005509;GO:0005216;GO:0006811
isogroup77824	GO:0001584;GO:0007186;GO:0016021;GO:0008188;GO:0004968
isogroup77832	GO:0045552
isogroup77858	GO:0016020
isogroup77862	GO:0007155;GO:0004563;GO:0005975
isogroup77864	GO:0008483;GO:0030170
isogroup77870	GO:0004100
isogroup77873	GO:0031419
isogroup77874	GO:0016787;GO:0003993
isogroup77875	GO:0008017
isogroup77876	GO:0004197;GO:0006508
isogroup77888	GO:0001682;GO:0004526
isogroup77889	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0016887;GO:0000166;GO:0017111
isogroup7789	GO:0008152;GO:0016787;GO:0005524;GO:0006812;GO:0015662;GO:0016020;GO:0003824;GO:0016021;GO:0016887;GO:0016820
isogroup77896	GO:0004930;GO:0016020
isogroup779	GO:0016262;GO:0002226;GO:0045824
isogroup7790	GO:0005525;GO:0007264;GO:0006886;GO:0000160;GO:0003677;GO:0006355;GO:0015031;GO:0003924;GO:0003925
isogroup77906	GO:0005525;GO:0003924;GO:0008549
isogroup77918	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup7792	GO:0005215;GO:0005643;GO:0050658
isogroup77920	GO:0004558;GO:0004339
isogroup77927	GO:0003676;GO:0005524;GO:0008026;GO:0005509;GO:0001539;GO:0009288
isogroup77930	GO:0009116;GO:0004749;GO:0009156;GO:0016978;GO:0009165
isogroup77954	GO:0004840;GO:0006464;GO:0006512;GO:0004842
isogroup77958	GO:0004835;GO:0006464;GO:0003884
isogroup7796	GO:0003676
isogroup77966	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0016887;GO:0000166;GO:0017111
isogroup77983	GO:0005975
isogroup77984	GO:0005515;GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0005261;GO:0006812;GO:0005216;GO:0006811;GO:0007268
isogroup7799	GO:0016020;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808;GO:0004238
isogroup78	GO:0005509
isogroup780	GO:0042981;GO:0006915;GO:1900118
isogroup78004	GO:0003676
isogroup7801	GO:0005737;GO:0006817
isogroup78026	GO:0003824;GO:0006118;GO:0016491;GO:0004047;GO:0005737;GO:0006546;GO:0008480
isogroup7803	GO:0003824;GO:0003847;GO:0008247;GO:0016042
isogroup78042	GO:0004842;GO:0005622;GO:0006464;GO:0006512;GO:0008766;GO:0016881;GO:0018169;GO:0010992
isogroup78043	GO:0003824;GO:0008152;GO:0048037;GO:0016874;GO:0006412
isogroup78046	GO:0003676
isogroup7807	GO:0005622;GO:0006396
isogroup78071	GO:0005515
isogroup78076	GO:0006118;GO:0016491;GO:0003995;GO:0003997;GO:0004085
isogroup7808	GO:0003676;GO:0005634;GO:0008270
isogroup78081	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0004715;GO:0004716
isogroup78082	GO:0047555
isogroup78085	GO:0001584;GO:0007186;GO:0016021
isogroup78086	GO:0001584;GO:0007186;GO:0016021;GO:0004969;GO:0031808
isogroup78099	GO:0003677;GO:0004003;GO:0005524;GO:0005634;GO:0006289;GO:0016818;GO:0003676;GO:0008026;GO:0006139
isogroup781	GO:0004866;GO:0002226;GO:0009682
isogroup7810	GO:0005529;GO:0002226;GO:0001867
isogroup78100	GO:0004685;GO:0007268;GO:0048167
isogroup78102	GO:0003677;GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup78117	GO:0016020;GO:0016337
isogroup78118	GO:0007242;GO:0004449;GO:0007268
isogroup78122	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0016887;GO:0000166;GO:0017111
isogroup7813	GO:0003677;GO:0005634;GO:0006118;GO:0004497;GO:0070330
isogroup78132	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
isogroup78134	GO:0005489;GO:0006118;GO:0016491;GO:0010181;GO:0003958
isogroup7815	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0003676;GO:0015935;GO:0022627;GO:0042254
isogroup7816	GO:0005506;GO:0006118;GO:0016165;GO:0003676;GO:0005634;GO:0008270;GO:0004051
isogroup78161	GO:0000009;GO:0000026;GO:0000030;GO:0000033;GO:0003980;GO:0004376;GO:0004576;GO:0004583;GO:0008375;GO:0008376;GO:0008378;GO:0008417;GO:0008921;GO:0016253;GO:0016758;GO:0016759;GO:0018715;GO:0018716;GO:0018717;GO:0018718;GO:0019112;GO:0019187;GO:0042281;GO:0042283;GO:0046527;GO:0046920;GO:0046921
isogroup78163	GO:0004222;GO:0006508;GO:0008237;GO:0008270;GO:0031012;GO:0004249;GO:0008133;GO:0008319;GO:0030402
isogroup78167	GO:0001584;GO:0007186;GO:0016021
isogroup78170	GO:0005087;GO:0017112;GO:0030676;GO:0043539
isogroup78172	GO:0005509;GO:0030173;GO:0031014
isogroup78180	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
isogroup78181	GO:0005524;GO:0006810;GO:0016021;GO:0042626
isogroup78184	GO:0005515
isogroup7819	GO:0005856;GO:0005737;GO:0008092;GO:0016020
isogroup782	GO:0006470;GO:0008138;GO:0004721;GO:0017017
isogroup78207	GO:0000139;GO:0005351;GO:0008643;GO:0016021
isogroup7821	GO:0003677;GO:0005524;GO:0000785;GO:0003682;GO:0005634;GO:0006333;GO:0008026;GO:0003676;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup78211	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup78221	GO:0016021;GO:0005261;GO:0006812;GO:0016020;GO:0005509;GO:0005216;GO:0006811
isogroup78222	GO:0003871;GO:0009086
isogroup78229	GO:0004182;GO:0006508;GO:0004183;GO:0004181;GO:0004185
isogroup78230	GO:0004672;GO:0005524;GO:0006468;GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
isogroup78236	GO:0003824
isogroup78237	GO:0007218;GO:0016020;GO:0016021;GO:0003824;GO:0006633;GO:0005261;GO:0006812;GO:0005509;GO:0005216;GO:0006811
isogroup78247	GO:0004222;GO:0004249;GO:0008133;GO:0008319;GO:0030402;GO:0005042
isogroup78253	GO:0016021;GO:0005261;GO:0006812;GO:0016020;GO:0005509;GO:0005216;GO:0006811;GO:0004051
isogroup78254	GO:0003723;GO:0004540
isogroup7827	GO:0003676;GO:0001584;GO:0007186;GO:0016021
isogroup78272	GO:0003777;GO:0005524;GO:0005875;GO:0007018
isogroup78279	GO:0005952;GO:0006468;GO:0008603;GO:0007165;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
isogroup78287	GO:0000166;GO:0017111
isogroup78289	GO:0004647;GO:0006564;GO:0003824;GO:0008152;GO:0016791
isogroup783	GO:0006118;GO:0006122;GO:0008121
isogroup78319	GO:0003774;GO:0005524;GO:0016459;GO:0004351
isogroup78323	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0005952;GO:0008603;GO:0004692;GO:0004682;GO:0004691;GO:0005956;GO:0008605
isogroup78329	GO:0003676
isogroup78338	GO:0003700;GO:0005634;GO:0006355
isogroup78343	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004707;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup78350	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0002226;GO:0045824
isogroup78359	GO:0003677;GO:0005524;GO:0008026;GO:0003676;GO:0004386
isogroup7836	GO:0004725;GO:0004727;GO:0005001
isogroup7837	GO:0005634;GO:0045449
isogroup78374	GO:0016020
isogroup78391	GO:0006457;GO:0031072;GO:0051082;GO:0003677;GO:0006306;GO:0008170;GO:0006950;GO:0033554;GO:0061077
isogroup78407	GO:0005489;GO:0006118;GO:0016491;GO:0010181;GO:0003958
isogroup78409	GO:0006464;GO:0004197;GO:0004221;GO:0006511;GO:0007268;GO:0048167
isogroup78413	GO:0006508;GO:0008237;GO:0008270;GO:0004597;GO:0018193;GO:0030176
isogroup78416	GO:0003677;GO:0005634
isogroup7843	GO:0031419
isogroup78434	GO:0003676;GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup78436	GO:0006886;GO:0030125;GO:0016251
isogroup78437	GO:0005509
isogroup78439	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0005516;GO:0005964;GO:0005978;GO:0004684;GO:0004685;GO:0005954;GO:0004689;GO:0008607;GO:0007268;GO:0048167
isogroup7844	GO:0004889;GO:0005216;GO:0006811;GO:0016021;GO:0045211;GO:0016020;GO:0030594;GO:0005230;GO:0006810;GO:0015464
isogroup78454	GO:0005524;GO:0016887;GO:0000166;GO:0017111
isogroup78456	GO:0005515;GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0005261;GO:0006812;GO:0005216;GO:0006811;GO:0007268
isogroup7846	GO:0003847;GO:0016251
isogroup78462	GO:0006606;GO:0006886;GO:0008565
isogroup7847	GO:0003824;GO:0006629;GO:0006886;GO:0008565;GO:0016020;GO:0004806
isogroup78473	GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
isogroup78478	GO:0016491;GO:0051341;GO:0004032
isogroup7848	GO:0006118;GO:0004497;GO:0047749
isogroup7849	GO:0004332;GO:0006096
isogroup78493	GO:0005524;GO:0016887;GO:0000166;GO:0017111
isogroup78497	GO:0005869;GO:0007017
isogroup785	GO:0003676;GO:0005634;GO:0008270
isogroup78516	GO:0005524;GO:0003887
isogroup78538	GO:0006118;GO:0016491;GO:0008482
isogroup78539	GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
isogroup7854	GO:0005856;GO:0004725
isogroup78548	GO:0000166;GO:0017111
isogroup7855	GO:0016021
